manga_id,chapter_id,volume,chapter_number,translated_language,publish_at,readable_at,pages
9cfa0ad8-5c01-4d03-823d-117470f540d7,8222b5cf-d763-415a-bcb0-132519cc77d1,,68,en,2023-03-14T14:54:51+00:00,2023-03-14T14:54:51+00:00,22
9cfa0ad8-5c01-4d03-823d-117470f540d7,80508417-377e-453d-bad3-ed1dfb4e89c2,,69,en,2023-03-14T14:55:04+00:00,2023-03-14T14:55:04+00:00,23
9cfa0ad8-5c01-4d03-823d-117470f540d7,43cbc781-eec9-4adc-9faf-83b4d1ff92c4,,70,en,2023-03-14T14:55:16+00:00,2023-03-14T14:55:16+00:00,23
9cfa0ad8-5c01-4d03-823d-117470f540d7,c0405f07-3f86-461d-a041-79a4a05d859e,,71,en,2023-03-14T14:55:26+00:00,2023-03-14T14:55:26+00:00,24
9cfa0ad8-5c01-4d03-823d-117470f540d7,9b0049e2-57aa-4058-8dde-fc55726ed626,,72,en,2023-03-14T14:57:04+00:00,2023-03-14T14:57:04+00:00,24
9cfa0ad8-5c01-4d03-823d-117470f540d7,da666ba6-8794-4ffa-ba64-c20ad3612c20,,73,en,2023-03-14T14:57:16+00:00,2023-03-14T14:57:16+00:00,23
9cfa0ad8-5c01-4d03-823d-117470f540d7,f6cc91fc-db49-49ac-87bc-202cd2a54a5e,,74,en,2023-03-14T14:57:35+00:00,2023-03-14T14:57:35+00:00,23
9cfa0ad8-5c01-4d03-823d-117470f540d7,118d0ca2-4edb-4687-91ac-20e43b789be8,,75,en,2023-03-14T14:57:48+00:00,2023-03-14T14:57:48+00:00,21
9cfa0ad8-5c01-4d03-823d-117470f540d7,7191dd90-d0b2-42ba-8bda-9ada8db37e10,,76,en,2023-03-14T14:58:33+00:00,2023-03-14T14:58:33+00:00,27
9cfa0ad8-5c01-4d03-823d-117470f540d7,0a4fa6f7-68e0-4e37-90aa-3b79f6d1b5a0,,19,pt-br,2025-09-26T18:07:16+00:00,2025-09-26T18:07:16+00:00,21
9cfa0ad8-5c01-4d03-823d-117470f540d7,e05103c9-b61f-41dd-bea8-ee006fc4f513,,20,pt-br,2025-09-27T04:08:28+00:00,2025-09-27T04:08:28+00:00,21
9cfa0ad8-5c01-4d03-823d-117470f540d7,9abd6710-7ffd-41f2-a2a5-abb0947e970b,,21,pt-br,2025-09-27T18:48:53+00:00,2025-09-27T18:48:53+00:00,21
a6a21855-c647-483f-85cf-c17b8dd0ca58,1ec5e67e-e705-408b-9b30-414e0ef92535,1,1,en,2024-02-06T17:49:20+00:00,2024-02-06T17:49:20+00:00,
a6a21855-c647-483f-85cf-c17b8dd0ca58,5f5dea8f-ea62-468f-bec9-b72ff55712c8,1,2,en,2024-02-06T17:49:25+00:00,2024-02-06T17:49:25+00:00,
a6a21855-c647-483f-85cf-c17b8dd0ca58,d535521e-1970-42aa-9142-9de0f7daca25,1,3,en,2024-02-06T17:49:27+00:00,2024-02-06T17:49:27+00:00,
a6a21855-c647-483f-85cf-c17b8dd0ca58,c3fbc412-75f8-407d-820c-4a77d5aeb429,1,4,en,2024-02-06T17:49:28+00:00,2024-02-06T17:49:28+00:00,
aa81f925-593c-4e84-8277-c6cc683eb85f,c2a784d7-dca2-4a65-9d23-3199feafbb21,,1,en,2026-09-08T21:03:01+00:00,2026-09-08T21:03:01+00:00,77
aa81f925-593c-4e84-8277-c6cc683eb85f,d7ac0823-7b49-418a-931c-643465132beb,,2,en,2026-09-08T21:03:34+00:00,2026-09-08T21:03:34+00:00,17
aa81f925-593c-4e84-8277-c6cc683eb85f,73a6da60-bc9e-4a1f-b00a-357110511672,,3,en,2026-09-08T21:03:59+00:00,2026-09-08T21:03:59+00:00,23
aa81f925-593c-4e84-8277-c6cc683eb85f,3c492ba8-a18c-4dea-a8f5-c57abc2cbd32,,4,en,2026-09-08T21:04:30+00:00,2026-09-08T21:04:30+00:00,22
aa81f925-593c-4e84-8277-c6cc683eb85f,fe609fde-e331-4c4a-b45a-769c111cdea8,,5,en,2026-09-08T21:05:08+00:00,2026-09-08T21:05:08+00:00,16
aa81f925-593c-4e84-8277-c6cc683eb85f,e2002547-db32-4aa6-a6da-8e0d3008218d,,6,en,2026-09-08T21:05:56+00:00,2026-09-08T21:05:56+00:00,22
aa81f925-593c-4e84-8277-c6cc683eb85f,4e9c84be-8a31-420b-a08f-c8008b36b4c1,,7,en,2026-09-08T21:06:43+00:00,2026-09-08T21:06:43+00:00,14
aa81f925-593c-4e84-8277-c6cc683eb85f,cedfdb9d-ca8c-47db-8ae0-7263971b6de1,,8,en,2026-09-08T21:07:17+00:00,2026-09-08T21:07:17+00:00,17
aa81f925-593c-4e84-8277-c6cc683eb85f,02b9ddea-5841-4261-b36e-72ed02894f1b,,9,en,2026-09-08T21:07:39+00:00,2026-09-08T21:07:39+00:00,15
aa81f925-593c-4e84-8277-c6cc683eb85f,9b13e9ef-3362-46f0-82ea-74b0835b30e7,,10,en,2026-09-08T21:07:58+00:00,2026-09-08T21:07:58+00:00,19
aa81f925-593c-4e84-8277-c6cc683eb85f,2c7331b0-2c37-4e79-91cb-ce0d2aefbb11,,11,en,2026-09-08T21:08:22+00:00,2026-09-08T21:08:22+00:00,13
aa81f925-593c-4e84-8277-c6cc683eb85f,7ed9b6bf-0005-4bc2-8323-a596208ed214,,12,en,2026-09-08T21:08:48+00:00,2026-09-08T21:08:48+00:00,18
aa81f925-593c-4e84-8277-c6cc683eb85f,19f48e50-012d-4970-922e-429f060e16da,,13,en,2026-09-08T21:09:04+00:00,2026-09-08T21:09:04+00:00,17
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,131d628a-8758-4434-85dd-5ca514881c38,2,54,es-la,2024-07-21T22:03:30+00:00,2024-07-21T22:03:30+00:00,19
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,0f592276-c0ad-49b7-a93a-0407bd09a9ea,2,55,es-la,2024-07-21T22:03:42+00:00,2024-07-21T22:03:42+00:00,20
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,4fc4eb79-fe0c-4bce-90df-16ce9ef65dea,2,56,es-la,2024-07-21T22:03:53+00:00,2024-07-21T22:03:53+00:00,18
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,44bb2a30-b436-468c-91d3-47a839469c3d,2,57,es-la,2024-07-21T22:04:02+00:00,2024-07-21T22:04:02+00:00,18
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,29f25cc6-7321-42de-b9f3-695fcb420a48,2,58,es-la,2024-07-21T22:04:12+00:00,2024-07-21T22:04:12+00:00,18
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,27ef3993-0c4c-4ce9-a894-af28ffbdf47a,2,59,es-la,2024-07-21T22:04:21+00:00,2024-07-21T22:04:21+00:00,18
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,ff072333-34eb-4125-bc1c-7eff4ba47bd7,2,60,es-la,2024-07-21T22:04:33+00:00,2024-07-21T22:04:33+00:00,19
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,9a3bd6b5-6467-4430-a7d9-41a8ca947545,2,61,es-la,2024-07-21T22:04:44+00:00,2024-07-21T22:04:44+00:00,20
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,0124b96e-6782-4315-a599-a82a844e91bd,2,62,es-la,2024-07-21T22:04:56+00:00,2024-07-21T22:04:56+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,2163fe68-3458-48fd-b6d8-53bccdeb1a1c,2,63,es-la,2024-07-21T22:05:06+00:00,2024-07-21T22:05:06+00:00,19
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,f07d2a9f-6b45-4edb-93f3-a25fbb4ae9a0,2,64,es-la,2024-07-21T22:05:16+00:00,2024-07-21T22:05:16+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,578d1026-8daf-4929-a95d-93914759d700,2,65,es-la,2024-07-21T22:05:29+00:00,2024-07-21T22:05:29+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,6531d541-0ca5-4f98-821b-5ce933aa4aa7,2,66,es-la,2024-07-21T22:05:39+00:00,2024-07-21T22:05:39+00:00,20
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,db4686f7-ebbb-490f-8650-269224ab08c9,2,67,es-la,2024-07-21T22:05:48+00:00,2024-07-21T22:05:48+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,081aaa4e-6f93-414b-96da-594565eb0958,2,68,es-la,2024-07-21T22:05:58+00:00,2024-07-21T22:05:58+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,0cab91e2-bf87-4445-bb58-5dda98548a22,2,69,es-la,2024-07-21T22:06:10+00:00,2024-07-21T22:06:10+00:00,22
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,03b7d9fb-1b18-4112-b429-e2ec57d2ccde,2,70,es-la,2024-07-21T22:06:18+00:00,2024-07-21T22:06:18+00:00,20
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,aee87b2a-e52a-4231-a55d-f6da6b9f1dcd,2,71,es-la,2024-07-21T22:06:29+00:00,2024-07-21T22:06:29+00:00,21
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,350cfdb2-44b9-4c82-87e9-845a0b4ccd33,2,72,es-la,2024-07-21T22:06:40+00:00,2024-07-21T22:06:40+00:00,22
b00ca6fd-4fab-4c8f-a981-4a89cefc5d89,630d31c0-1e93-4ad1-b10c-de1e2258526d,2,73,es-la,2024-07-21T22:06:51+00:00,2024-07-21T22:06:51+00:00,21
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,1831f4aa-b8ba-4415-b979-591bbabb00f5,,75,en,2025-02-09T03:50:47+00:00,2025-02-09T03:50:47+00:00,57
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,0156af5c-5cc3-45f8-af96-19dd33612f7d,,16,pt-br,2025-02-14T02:30:13+00:00,2025-02-14T02:30:13+00:00,17
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,181893c4-87a7-48ef-86e7-d75891554f7a,,17,pt-br,2025-02-15T20:43:02+00:00,2025-02-15T20:43:02+00:00,17
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,ed7f842f-3620-4bb3-b91b-72925f88186b,,15,pl,2025-03-15T13:16:45+00:00,2025-03-15T13:16:45+00:00,79
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,747ca6c5-2bab-44aa-9f33-b139594e67d4,,76,en,2025-03-19T02:26:52+00:00,2025-03-19T02:26:52+00:00,54
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,4e9bb4ff-f4a2-4a45-bd6c-341e5d91b444,,77,en,2025-03-19T02:27:24+00:00,2025-03-19T02:27:24+00:00,51
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,5fa3d7b4-ecea-44f4-8a6e-7e0885f070c4,,78,en,2025-03-19T02:28:04+00:00,2025-03-19T02:28:04+00:00,63
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,7a664d01-7341-4fae-8d9c-6617d0ac36f0,,79,en,2025-04-09T23:38:55+00:00,2025-04-09T23:38:55+00:00,18
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,27141a6c-e00e-4b2f-83e9-5d04d3b4be12,,80,en,2025-04-09T23:44:12+00:00,2025-04-09T23:44:12+00:00,25
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,aabfcbed-09b3-402c-82a1-b977c2e305c7,,18,pl,2025-08-01T13:46:59+00:00,2025-08-01T13:46:59+00:00,88
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,4625a0b2-d819-4ac0-a2eb-aeaf73391f37,,19,pl,2025-08-03T11:14:24+00:00,2025-08-03T11:14:24+00:00,88
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,45845f00-95ba-43ec-b5c3-6bb33e733e87,,20,pl,2025-10-13T15:58:22+00:00,2025-10-13T15:58:22+00:00,79
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,f84acecb-0eeb-48c6-b772-1d393aba292a,,21,pl,2025-10-18T12:15:35+00:00,2025-10-18T12:15:35+00:00,86
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,df320617-973b-4864-b2fb-50200b20cdd3,,22,pl,2025-12-07T15:18:40+00:00,2025-12-07T15:18:40+00:00,75
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,72bd56f8-a076-4246-87c3-bcb77710d210,,23,pl,2025-12-15T15:16:34+00:00,2025-12-15T15:16:34+00:00,91
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,3b940f09-d29a-45fe-8943-9f3dfcb55f4c,,24,pl,2026-01-10T15:50:22+00:00,2026-01-10T15:50:22+00:00,91
b6f9aaad-6787-460c-bbb8-af9eb7bcc3e0,5613328a-4f0c-4530-80cc-03bde4762efa,,25,pl,2026-05-19T17:39:04+00:00,2026-05-19T17:39:04+00:00,91
bbed470c-5ca5-45ec-8101-474323387734,6c85dd38-3f30-474f-abe3-e41f20651323,,1,en,2026-08-24T08:39:34+00:00,2026-08-24T08:39:34+00:00,130
bbed470c-5ca5-45ec-8101-474323387734,deabf2f8-a013-426a-adb5-332643f3b309,,2,en,2026-08-25T06:34:14+00:00,2026-08-25T06:34:14+00:00,23
bbed470c-5ca5-45ec-8101-474323387734,5c0f3bb0-bba4-4c30-ad45-e5c99da4fbbb,,3,en,2026-08-26T06:37:12+00:00,2026-08-26T06:37:12+00:00,27
bbed470c-5ca5-45ec-8101-474323387734,d8b2ae59-b85a-4b43-9dd9-7e9b8e1af227,,4,en,2026-08-31T05:27:06+00:00,2026-08-31T05:27:06+00:00,27
bbed470c-5ca5-45ec-8101-474323387734,e643e3d3-61e5-4039-89c4-2c7d0595d3df,,5,en,2026-09-01T15:39:50+00:00,2026-09-01T15:39:50+00:00,25
bbed470c-5ca5-45ec-8101-474323387734,83ca2f93-155c-40a9-bf4b-f55b0bd4ecae,,6,en,2026-09-09T21:32:20+00:00,2026-09-09T21:32:20+00:00,28
bbed470c-5ca5-45ec-8101-474323387734,148f72a7-2377-4ddf-9ef9-ea502359ce22,,7,en,2026-09-09T23:28:43+00:00,2026-09-09T23:28:43+00:00,21
bbed470c-5ca5-45ec-8101-474323387734,873238c5-ac80-4452-9971-d97e5758d651,,8,en,2026-09-18T03:50:37+00:00,2026-09-18T03:50:37+00:00,25
bbed470c-5ca5-45ec-8101-474323387734,65e094f3-737d-4c2b-a8d6-8d056dc70eca,,9,en,2026-09-20T03:25:53+00:00,2026-09-20T03:25:53+00:00,23
bbed470c-5ca5-45ec-8101-474323387734,a0591037-4f62-437f-98cc-78de7d171abc,,10,en,2026-09-20T09:29:19+00:00,2026-09-20T09:29:19+00:00,27
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,2e33360f-a2d0-4c90-a0b1-e61ffc92f0c9,,52,en,2025-03-01T02:09:14+00:00,2025-03-01T02:09:14+00:00,25
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,cbe5ba43-300f-4c40-8a6e-12c47d8b374e,,53,en,2025-03-01T02:10:38+00:00,2025-03-01T02:10:38+00:00,29
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,6b8dce12-6f0b-450e-9c11-d355dac9f880,,54,en,2025-03-01T02:13:52+00:00,2025-03-01T02:13:52+00:00,24
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,c2ed51eb-9e67-4ef8-9d9c-5610718f1b87,,55,en,2025-03-01T02:14:56+00:00,2025-03-01T02:14:56+00:00,22
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,99c92e53-5756-4da8-8eec-b8921166cbbe,,56,en,2025-03-02T06:07:12+00:00,2025-03-02T06:07:12+00:00,20
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,cfc385d5-9538-411c-bb97-574932f72936,,57,en,2025-03-02T06:09:38+00:00,2025-03-02T06:09:38+00:00,16
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,466593bc-f00e-4386-b5e0-383ce1b59552,,58,en,2025-03-02T06:14:55+00:00,2025-03-02T06:14:55+00:00,21
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,8e2c43de-8272-4a99-8f6d-9f599e0d3996,,59,en,2025-03-09T02:29:18+00:00,2025-03-09T02:29:18+00:00,18
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,823a9727-730c-44ec-aee8-8d56e7013207,,60,en,2025-03-15T00:37:54+00:00,2025-03-15T00:37:54+00:00,16
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,a4b248f0-4b62-4be7-8b1f-16d5f984a39a,,61,en,2025-03-17T02:56:09+00:00,2025-03-17T02:56:09+00:00,21
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,21be9eac-33af-4062-be66-b13bd53a3b48,,1,pt-br,2026-08-31T02:02:49+00:00,2026-08-31T02:02:49+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,74c2252c-fac0-4e36-9b11-daf4ed8e0d82,,2,pt-br,2026-08-31T02:03:45+00:00,2026-08-31T02:03:45+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,719083ae-1747-42db-8f37-a09ebf562b9b,,3,pt-br,2026-08-31T02:04:45+00:00,2026-08-31T02:04:45+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,d2640b44-dda1-470f-aa3d-8b452c14184f,,4,pt-br,2026-08-31T02:05:45+00:00,2026-08-31T02:05:45+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,b0b0d95d-c2e7-4dce-b98e-45015236c6e6,,5,pt-br,2026-08-31T02:06:45+00:00,2026-08-31T02:06:45+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,69ab95a2-7c85-437c-9e84-e107d1c4bf7a,,6,pt-br,2026-08-31T02:07:46+00:00,2026-08-31T02:07:46+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,8b02aa6a-3465-4046-bace-cd4fde09c935,,7,pt-br,2026-08-31T02:08:46+00:00,2026-08-31T02:08:46+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,3df8195d-2b2e-435f-9c2d-69fc73d774b0,,8,pt-br,2026-08-31T02:09:47+00:00,2026-08-31T02:09:47+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,dc88d897-827f-4b07-95b8-cb86dbc611cc,,10,pt-br,2026-08-31T02:11:47+00:00,2026-08-31T02:11:47+00:00,
bdf3be62-4fcf-4190-be5a-cf0bc1f3d120,0457f7e5-f2c2-470e-8997-d1d3f87a693e,,119,pt-br,2026-09-02T11:55:32+00:00,2026-09-02T11:55:32+00:00,
c22759b2-f492-471c-a80f-37e672cfb3b4,5766bd4e-2337-4c2c-84e8-d4d336e94605,,1,es,2026-09-09T20:21:24+00:00,2026-09-09T20:21:24+00:00,16
c22759b2-f492-471c-a80f-37e672cfb3b4,aa1960fd-e6e5-4157-a2bf-8ad15d1451fc,,2,es,2026-09-09T20:21:26+00:00,2026-09-09T20:21:26+00:00,14
c22759b2-f492-471c-a80f-37e672cfb3b4,e95093ad-f57c-44be-942c-c59091bcedeb,,3,es,2026-09-09T20:21:27+00:00,2026-09-09T20:21:27+00:00,14
c22759b2-f492-471c-a80f-37e672cfb3b4,247588e5-7442-407f-907b-2ee8c2c3c5ce,,4,es,2026-09-09T20:21:29+00:00,2026-09-09T20:21:29+00:00,14
c22759b2-f492-471c-a80f-37e672cfb3b4,f89ab143-9c85-4ffc-beb4-b24c8cff5076,,5,es,2026-09-09T20:21:31+00:00,2026-09-09T20:21:31+00:00,14
c22759b2-f492-471c-a80f-37e672cfb3b4,a359db9c-a2fb-4ebd-80f9-e1d0cb0e5bc8,,6,es,2026-09-09T20:21:33+00:00,2026-09-09T20:21:33+00:00,16
c22759b2-f492-471c-a80f-37e672cfb3b4,deec6b94-7bcc-4584-8bd5-d3170d9c780b,,7,es,2026-09-09T20:21:35+00:00,2026-09-09T20:21:35+00:00,15
c22759b2-f492-471c-a80f-37e672cfb3b4,86d98261-79bf-413c-a637-d66480afe3f0,,8,es,2026-09-09T20:21:38+00:00,2026-09-09T20:21:38+00:00,14
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,f819f36a-dc32-4278-9a71-c126498f2f13,2,51,it,2026-09-09T21:57:38+00:00,2026-09-09T21:57:38+00:00,73
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,53a1d701-c4fa-45a6-9ae8-965e3e67a762,2,52,it,2026-09-09T21:59:06+00:00,2026-09-09T21:59:06+00:00,69
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,0c360c84-f405-42e1-b043-74c7c6e8b225,2,53,it,2026-09-09T22:00:59+00:00,2026-09-09T22:00:59+00:00,72
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,8fdcb00b-2f3b-4120-95f1-4a20159f6725,1,0,pt-br,2026-09-09T22:13:46+00:00,2026-09-09T22:13:46+00:00,14
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,3b4f817e-e898-470c-b866-23248c39316f,2,54,it,2026-09-10T09:29:57+00:00,2026-09-10T09:29:57+00:00,71
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,2b9edd0a-3ef5-4a9d-8fc3-d0912a15dcb0,2,55,it,2026-09-10T09:33:02+00:00,2026-09-10T09:33:02+00:00,67
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,1a05afb8-e520-4fb6-bf21-5b06cc510a6b,2,56,it,2026-09-10T09:34:51+00:00,2026-09-10T09:34:51+00:00,78
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,98ec2c56-fc1a-4c64-8872-48df082bde18,2,57,it,2026-09-10T09:36:32+00:00,2026-09-10T09:36:32+00:00,60
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,ae386fb1-12fd-4150-9022-10c18eb54c5d,2,58,it,2026-09-10T09:37:48+00:00,2026-09-10T09:37:48+00:00,60
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,740b3cca-8546-4f69-9599-2454fb6ae074,2,59,it,2026-09-10T09:39:17+00:00,2026-09-10T09:39:17+00:00,75
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,d2275af8-f911-4801-a319-e86252170fdc,2,60,it,2026-09-10T09:40:38+00:00,2026-09-10T09:40:38+00:00,73
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,dbb38b89-c793-462f-b806-b8e43f5a17ce,2,61,it,2026-09-10T09:42:09+00:00,2026-09-10T09:42:09+00:00,55
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,c512d3ec-3449-4bc1-a962-abbfec5fa2aa,2,62,it,2026-09-10T09:43:30+00:00,2026-09-10T09:43:30+00:00,56
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,48c149e6-3f6a-4d87-8b2d-e9e1557c454e,2,63,it,2026-09-10T09:44:31+00:00,2026-09-10T09:44:31+00:00,64
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,224e8a96-3a52-45b8-b4d9-5174cccb195e,2,64,it,2026-09-10T09:45:16+00:00,2026-09-10T09:45:16+00:00,77
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,7c57fc07-818d-4dc5-ae9b-3cec658d3bbe,2,65,it,2026-09-10T09:46:37+00:00,2026-09-10T09:46:37+00:00,70
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,930d8062-0b8e-44b2-8687-18a6ce073cc6,2,66,it,2026-09-10T09:47:43+00:00,2026-09-10T09:47:43+00:00,69
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,980f6709-1dad-4883-ba22-ba22fb028756,2,67,it,2026-09-10T09:48:28+00:00,2026-09-10T09:48:28+00:00,67
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,f8bf2f48-a34b-493f-8923-2f08cd92e524,2,68,it,2026-09-10T09:50:01+00:00,2026-09-10T09:50:01+00:00,58
d2a01e38-1c0d-4e4b-a9ae-21d119e8b326,ce4cd555-09c4-4e18-8a29-fa0d3ca64e43,2,69,it,2026-09-10T09:51:21+00:00,2026-09-10T09:51:21+00:00,63
db1f4c31-f92f-4f4f-a8c6-fc898e432888,50c54317-0aaf-4971-983d-da1aab1bc7e0,,50,pl,2025-10-26T19:20:29+00:00,2025-10-26T19:20:29+00:00,77
db1f4c31-f92f-4f4f-a8c6-fc898e432888,cdf88cc4-b818-40d4-b329-2461b04e2a66,,51,pl,2025-11-03T22:06:18+00:00,2025-11-03T22:06:18+00:00,78
db1f4c31-f92f-4f4f-a8c6-fc898e432888,b7e71ac0-7a98-451d-a57d-0a6d7f94db0c,,52,pl,2025-12-23T13:46:37+00:00,2025-12-23T13:46:37+00:00,66
db1f4c31-f92f-4f4f-a8c6-fc898e432888,8ba5cbab-df84-47fc-a2c7-ccfd87936225,,53,pl,2026-01-02T20:47:18+00:00,2026-01-02T20:47:18+00:00,77
db1f4c31-f92f-4f4f-a8c6-fc898e432888,715905d2-a1e7-417d-bf7d-dced0504bf9c,,54,pl,2026-01-20T20:24:02+00:00,2026-01-20T20:24:02+00:00,80
db1f4c31-f92f-4f4f-a8c6-fc898e432888,d37fa272-709f-4629-914d-e64c75a592d8,,55,pl,2026-02-21T15:11:19+00:00,2026-02-21T15:11:19+00:00,72
db1f4c31-f92f-4f4f-a8c6-fc898e432888,4fe2990d-e2ce-4279-983f-41d0ce218904,,56,pl,2026-02-25T21:35:25+00:00,2026-02-25T21:35:25+00:00,21
db1f4c31-f92f-4f4f-a8c6-fc898e432888,337db67c-048c-43be-8467-8445d012f272,,57,pl,2026-03-07T09:28:40+00:00,2026-03-07T09:28:40+00:00,66
db1f4c31-f92f-4f4f-a8c6-fc898e432888,12cb06a2-90d9-4612-aeb2-5cadcabf589a,,58,pl,2026-03-19T23:32:38+00:00,2026-03-19T23:32:38+00:00,59
db1f4c31-f92f-4f4f-a8c6-fc898e432888,2839ff5c-4eac-4d59-aeef-d91089ac8df3,,59,pl,2026-04-01T20:20:55+00:00,2026-04-01T20:20:55+00:00,81
db1f4c31-f92f-4f4f-a8c6-fc898e432888,d0d949d3-1410-4255-b7ed-017302182606,,60,pl,2026-04-22T20:07:44+00:00,2026-04-22T20:07:44+00:00,76
db1f4c31-f92f-4f4f-a8c6-fc898e432888,17554542-dffa-4e5b-9d18-4c748d25d427,,61,pl,2026-05-14T18:07:15+00:00,2026-05-14T18:07:15+00:00,76
db1f4c31-f92f-4f4f-a8c6-fc898e432888,c7a66a2c-76b3-4599-8a59-ae9bb71ca63b,,62,pl,2026-05-29T06:21:53+00:00,2026-05-29T06:21:53+00:00,72
db1f4c31-f92f-4f4f-a8c6-fc898e432888,6df059f5-b092-47fe-9a56-451d9aa63346,,63,pl,2026-06-15T21:16:03+00:00,2026-06-15T21:16:03+00:00,72
db1f4c31-f92f-4f4f-a8c6-fc898e432888,f5013fe8-607e-4e01-bb63-dac3d64abae5,,64,pl,2026-06-23T08:43:45+00:00,2026-06-23T08:43:45+00:00,83
db1f4c31-f92f-4f4f-a8c6-fc898e432888,d70a8ce6-b24f-46be-b3e5-7499755868bb,,65,pl,2026-07-12T16:48:10+00:00,2026-07-12T16:48:10+00:00,76
db1f4c31-f92f-4f4f-a8c6-fc898e432888,2d172626-ec73-4f60-b80d-d587295a441c,,66,pl,2026-07-31T06:21:04+00:00,2026-07-31T06:21:04+00:00,73
db1f4c31-f92f-4f4f-a8c6-fc898e432888,836c330e-737b-45f1-95b9-8e75dae27b39,,67,pl,2026-08-24T16:37:11+00:00,2026-08-24T16:37:11+00:00,62
db1f4c31-f92f-4f4f-a8c6-fc898e432888,492e0549-299c-49da-be21-1d73528a8292,,68,pl,2026-09-11T06:26:39+00:00,2026-09-11T06:26:39+00:00,82
